url,time,flow,chunk
c0G9VLtZzaA,2024_12_03_16_10,192.168.38.62:53969-74.125.96.39:443,431909/324218/295094/311478/393398/500369/377091/644896/491702/295094/519690/295094/508086/428816
c0G9VLtZzaA,2024_12_03_16_10,192.168.38.62:54019-74.125.96.39:443,295094/295095
c0G9VLtZzaA,2024_12_03_16_10,192.168.38.62:54027-74.125.96.39:443,393423/1899122/1295465/570778/825471/898561/320826/508087/2175587/1422041/1597220/1377022/2041896/1161288/1342337/545448/344247/755477/1196781/652297/549850/760188/295096
c0G9VLtZzaA,2024_12_03_16_20,192.168.38.62:54118-74.125.101.169:443,538066/455295/384678/295094/512325/32945/500369/65713/518255/554230/213169/327862/819623/82097/131249/854342/442551/2508906/491703
c0G9VLtZzaA,2024_12_03_16_20,192.168.38.62:54153-74.125.96.39:443,639242/1671866/678253
c0G9VLtZzaA,2024_12_03_16_20,192.168.38.62:54155-74.125.101.169:443,340489/295095/491703/902251
c0G9VLtZzaA,2024_12_03_16_20,192.168.38.62:54163-74.125.101.169:443,442551/721917/1212297/1306389/535174/114866/1254882/714618/597724/1127498/295102/448504/1747011
CBLAYHdvRjg,2024_12_09_15_03,192.168.38.62:57273-172.217.145.73:443,4983/2052703/523013/4579141/628652/1189871/524477/3388221/393401/311481/508089/2098985/770238/327865/295097/1029419/590014/365551/590014/2390821/803023/491705/360633/188047
CBLAYHdvRjg,2024_12_09_15_14,192.168.38.62:57414-74.125.106.105:443,
CBLAYHdvRjg,2024_12_09_15_14,192.168.38.62:57416-172.217.145.73:443,300012/770237/377014/1047711/426166/327862/697382/49329/524475/393398/278710/377014/344247/590012/385470
CBLAYHdvRjg,2024_12_09_15_14,192.168.38.62:57447-172.217.145.73:443,307815/839182/805207/49327
CBLAYHdvRjg,2024_12_09_15_14,192.168.38.62:57458-172.217.145.73:443,1063198/187735/350758/377015/526170/262327/3745649/1833087/884929/793535/677733/802624/426167
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57547-142.251.84.42:443,250848/392102/639163/590011/524475/458934/311478/721283/508086/843695/49329/393398/311478/460390/655547/542503/900651/311478/1828860/1988061/295094/540860/98482/423938/1572618/1280348/458935
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57612-74.125.106.105:443,639164/3607007
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57618-142.251.84.42:443,360709/295095
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57623-142.251.84.42:443,493402/295102/859908
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57635-142.251.84.42:443,308180/934081/462400
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57643-142.251.84.42:443,311479
CBLAYHdvRjg,2024_12_09_15_25,192.168.38.62:57661-142.251.84.42:443,37689
CBLAYHdvRjg,2024_12_09_15_36,192.168.38.62:57764-142.251.84.42:443,21365/3173822/1398098/577262/639175/295171/426166/999457/944917/596949/295094/592172/458935/295095/3148431/135172/344247/1337531/1906833/3000415/803009/1914833/579937/540860/877428/295095/301516/1420875/864227/573628
CBLAYHdvRjg,2024_12_09_15_46,192.168.38.62:57893-142.251.84.42:443,562205/1174924/950464/688315/311478
CBLAYHdvRjg,2024_12_09_15_46,192.168.38.62:57921-74.125.106.105:443,
CBLAYHdvRjg,2024_12_09_15_46,192.168.38.62:57923-142.251.84.42:443,229553/409782/721083/493158/729028/345890/458934/1032466/1063258/573627/590011/2398984/885924/396399/636218/426167/426167/593886/508087/924467/1758991/180402
CBLAYHdvRjg,2024_12_09_15_46,192.168.38.62:57967-142.251.84.42:443,311479/868292/327863/32946/651240/447557/517410
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58052-142.251.84.42:443,
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58074-172.217.145.73:443,
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58078-142.251.84.42:443,398331/326561/1182079/1027835/1364385/941461/843695/377014/1090608/573627/377014
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58095-142.251.84.42:443,2332666/3907672/787676
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58098-142.251.84.42:443,344246/131250/180402
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58104-142.251.84.42:443,1874225/491703
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58108-142.251.84.42:443,114866/278711/1260191/1215305/426167/531246/910470/393399/622780/426167/98482/524476
CBLAYHdvRjg,2024_12_09_15_57,192.168.38.62:58129-142.251.84.42:443,16562/564887/950465
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58266-74.125.106.105:443,
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58272-142.251.84.42:443,463879/114864
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58277-142.251.84.42:443,147635/724720
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58292-142.251.84.42:443,117860
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58298-142.251.84.42:443,
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58304-142.251.84.42:443,671946
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58317-142.251.84.42:443,32953/65721/131252/98484/131262
CBLAYHdvRjg,2024_12_09_16_08,192.168.38.62:58336-142.251.84.42:443,49162
CBLAYHdvRjg,2024_12_09_16_18,192.168.38.62:58446-172.217.145.73:443,
CBLAYHdvRjg,2024_12_09_16_18,192.168.38.62:58478-172.217.145.73:443,
CBLAYHdvRjg,2024_12_09_16_18,192.168.38.62:58486-142.251.84.42:443,168922/2979453
CBLAYHdvRjg,2024_12_09_16_18,192.168.38.62:58489-172.217.145.73:443,590013/475320/566312/399271/981810/295096
CBLAYHdvRjg,2024_12_09_16_18,192.168.38.62:58500-172.217.145.73:443,16564/295097/1064346/1372620/835779/1775121/475321/622782/573630/833579/409785
CBLAYHdvRjg,2024_12_09_16_29,192.168.38.62:58590-142.251.84.42:443,300010/1174924/295094/756446/1289953/393398/49329/827311/295094/344246/704699/733066/721083/853804/590011/1171915/804685
CBLAYHdvRjg,2024_12_09_16_29,192.168.38.62:58633-142.251.84.42:443,393398/1435705/528393
CBLAYHdvRjg,2024_12_09_16_29,192.168.38.62:58664-172.217.145.73:443,1598025
CBLAYHdvRjg,2024_12_09_16_29,192.168.38.62:58666-142.251.84.42:443,442551
CBLAYHdvRjg,2024_12_09_16_29,192.168.38.62:58674-142.251.84.42:443,327863/1326498/772137/491703/493402/344247/295095/504788/377015/771733/295095/360631/573628/508088/524477
CBLAYHdvRjg,2024_12_09_16_40,192.168.38.62:58789-142.251.84.42:443,858366/1174924/491702/327862/739621/491702/912198/299121/941461/491702/458934/344246/509542/847943/296738/573627/442550/295094/213169/704150/590012/511087/242274/1836228/557244/639164/561118/1542394/1363877/681094/458935/942976/557244/508087/745578/311479/1286754/426167/595013/2532215
CPC5pqhXeRQ,2024_12_02_19_08,192.168.38.62:52446-173.194.4.198:443,1405950/986396/1181543/1200746/998144/622920/1244302/1174648/442550/1059441/1279338/1114605/969375/637144/1312025/1264035/1124925/131250/295098/1306960/49330/295095/213170/421434/941610/460282/668141/659312/747140/645503/934110/638775/973161/787523/635739/540344/554243/475319/685819/564625/147634/377015/65714/409417/98482/470079/446632/283241/547177/557992/308321/957005/262327/475319/82098/485560/65714/49330/49330/393404/114866/540783/32946/849125/447246/558159/32947/16563/213176/49331/227849/16563/112407/591880/481356/303095/82099/1130086/431870/519780/114867/712836/669516/245944/422750/666606/672233/435773/366167/642190/649820/824867/16563/822371/697353/967447/637710/691174/423897/973159/669082/838499/585780/434002/477767/711999/244474/32948/488713/921426/473067/229556/405305/978503/855960/16569/478570/236886/649966
CPC5pqhXeRQ,2024_12_02_19_18,192.168.38.62:52585-173.194.4.10:443,1455112/164016/708292/431768/1162348/973716/475318/1081895/473583/1093264/409782/1025637/147633/1199520/1130984/360630/1312025/1247651/1363875/863142/360069/768872/1306960/995651/898003/692968/1158658/257104/460282/668141/659312/16562/629119/32946/973161/979346/443916/360631/554243/16562/32946/466078/574822/520410/365480/409417/417344/470079/254312/475561/547177/557992/308321/957005/653482/671855/485560/601311/532313/549856/700179/693682/426167/598133/692390/757279/447246/558159/659274/677694/417484/554250/434885/591880/481351/610158/722665/594633/884913/642449/431870/519780/917485/712836/669516/786085/422750/666606/672233/32947/366167/278712/649820/824867/889272/822371/697353/967447/637710/691174/423897/360633/669082/838499/295097/434002/16564/711994/244474/769480/16564/921426/473067/484936/229556/65716/236886/649966
CPC5pqhXeRQ,2024_12_02_19_29,192.168.38.62:52727-173.194.4.198:443,1186082/953628/1230695/431768/1293423/800205/245937/932671/1076339/340924/1164281/795605/1346981/1311208/1098009/1393945/959987/304140/1345380/863142/1152506/807778/1130713/995651/898003/530591/1175042/421434/941610/460282/862301/465152/311479/645503/934110/360631/32946/787523/635739/32946/548829/592359/669435/564625/466078/574822/381697/349096/409417/417344/470079/254312/475561/547177/557992/308321/957005/444226/671855/683836/485560/601311/532313/898175/495686/533460/598133/692390/708128/447246/558159/659274/788647/417484/554250/434885/548879/387746/591880/229555/610158/722665/426173/884913/642449/431870/519780/98483/712836/669516/769701/422750/666606/672233/435773/366167/642190/633436/824867/889272/822371/697353/147635/637710/691174/423897/973159/669082/573630/890432/477767/711994/244474/977555/488713/809371/473067/792066/405305/978503/855960/135947/478570/236886/649966
CPC5pqhXeRQ,2024_12_02_19_40,192.168.38.62:52890-173.194.4.198:443,2868/986396/724676/393398/282348/1162828/1238972/1107674/850738/131249/977521/1019288/1124533/1057210/576254/1264035/1026621/863142/98482/686952/1097945/698257/1119838/1064698/405050/914072/475319/32946/747140/344247/98482/973161/98482/49330/229554/592359/685819/32946/466078/540860/520410/295095/98482/131250/470079/254312/147634/547177/557992/308321/957005/653482/671855/683836/485560/323683/327863/898175/495686/533460/598133/692390/849125/447245/558159/659274/788647/24470/196787/82099/292631/591880/98483/508088/722665/344248/884913/245944/431870/519780/229555/712836/147635/786085/666606/672233/435773/366167/49331/649820/114867/49331/588558/98483/423902/49332/229556/838499/131252/164020/477767/695610/244474/32948/82100/921426/473067/245940/405305/704781/114868/135947/478570/236886/649966
CPC5pqhXeRQ,2024_12_02_19_51,192.168.38.62:53055-173.194.4.198:443,627326/939384/984930/743154/327862/932678/1010803/32945/518278/164017/364910/32945/393398/969375/637144/49329/213169/294040/859698/532129/180402/82098/704032/886939/131250/421434/699482/49330/766529/448768/550595/842048/934110/622391/973161/327863/295100/16562/540860/117711/548241/466078/574822/82098/365480/49330/417344/470079/254312/475561/272856/376967/291937/940621/653482/599073/196786/485560/245943/532313/549856/327863/693682/533460/598133/295095/49330/447245/558159/65715/587918/16563/554250/434885/368793/387746/591880/16563/610158/196799/594633/782643/229555/431870/32947/344248/278712/147635/422755/213171/672233/435773/366167/98483/32963/824867/804425/644193/16563/508172/621326/643137/423897/16564/838499/327865/442553/442553/244474/961171/488713/921426/473067/484936/405305/978503/757280/135947/478570/236891/16564
CPC5pqhXeRQ,2024_12_02_20_01,192.168.38.62:53190-173.194.4.198:443,742056/986396/393398/249580/255608/196785/65713/522820/711631/419969/460536/566582/82097/819598/16561/811543/409782/262326/304140/540860/459025/472968/477613/497753/779219/360631/164018/421434/339029/32946/668141/492494/681751/645503/114866/327863/147634/16566/592359/685819/450003/466085/574822/520410/196786/16566/417344/16562/475561/16562/16569/262327/114866/491703/485560/601311/532313/533472/229554/495686/327863/598133/540860/773666/16562/164018/659273/178312/417484/554250/164019/213171/387746/49331/548511/32947/114867/245939/16563/669516/49331/32947/666606/672233/16563/16563/65715/16563/147635/738889/283740/65715/967454/637710/262328/407513/924233/669082/688318/585780/131252/506952/244474/49332/488713/921426/82100/775682/405305/622861/114868/32948/478570/236886/649966
CPC5pqhXeRQ,2024_12_02_20_12,192.168.38.62:53323-173.194.4.10:443,512623/644464/822980/431768/377014/1293955/622920/1359073/473583/32945/1175963/1256049/573170/1384545/491702/877164/468275/959987/304140/485774/1553361/1340388/807778/1700267/1230888/82098/49330/49330/131250/460282/862301/465152/747140/645503/934110/638775/973161/164018/635739/540344/466906/592359/685819/564625/574822/520410/365480/409417/417344/470079/254312/475561/547177/866221/957005/327863/671855/683836/485560/164018/49330/549856/898175/495686/147634/598133/692390/849125/447245/229554/659273/595690/610441/554250/434885/548879/387746/591880/548511/610158/722665/594633/536878/642449/431870/519780/917485/712836/669516/786085/422750/666606/672233/435773/366167/642190/514178/824867/889272/822371/697353/967447/65727/32947/423897/973159/669082/838499/585780/417618/477767/711994/98484/49332/792066/388921/978503/855960/236886/649966
CPC5pqhXeRQ,2024_12_02_20_23,192.168.38.62:53456-173.194.4.198:443,1356793/986396/1349192/431768/1308247/973716/622920/1131047/1207416/340924/1229817/1256049/1279338/1327592/844212/637144/1558804/49329/146589/360634/98482/32946/32946/917304/164030/1263654/421434/764305/98482/862301/465152/747140/645503/934110/638775/923681/902295/443916/540344/352218/592359/685819/564625/466078/769656/325576/365480/303094/417344/470079/446632/283241/547177/65714/308321/957005/32946/49330/16562/536675/16562/344247/898175/495686/533460/598133/692390/849125/447245/558159/659274/595690/610441/554250/16563/387746/591880/548511/610158/722665/594633/884913/642454/431870/519780/917485/712836/590013/786085/422750/666606/435773/366167/642190/649820/824867/872888/805987/697353/967447/637710/691174/423897/973159/669082/838499/585780/16569/477767/147636/244474/977555/16564/921426/473067/792066/405305/855960/135947/478570/236886/649966
CPC5pqhXeRQ,2024_12_02_20_33,192.168.38.62:53594-173.194.4.198:443,594564/986396/1283656/1282638/1097292/622920/1180199/719428/711631/747013/1162383/1163089/1098216/969375/491702/1155307/959987/278710/1157693/863142/295095/131250/1048793/995651/881619/692968/638709/421434/941610/862301/465152/550595/842048/934110/638775/973161/787523/164018/554243/262327/685819/564625/466078/769656/325576/365480/82098/417344/470079/32946/547177/557992/308321/776148/164018/671855/508087/485560/32946/245943/700179/32946/533460/98482/849126/262333/558159/659274/788647/417484/554250/434885/548879/387746/591880/548511/610158/722665/594633/884913/642449/343246/213171/917485/712836/669516/786085/422750/666606/131251/435773/32947/642190/649820/508088/889272/822371/697353/951063/637710/691174/423897/779617/16564/585780/477767/711994/437900/784129/472329/921426/473067/638654/405305/311481/855960/135947/478570/236886/649966/426028
CPC5pqhXeRQ,2024_12_02_20_44,192.168.38.62:53736-173.194.4.10:443,1373182/580596/1300040/431768/32945/426166/344246/1196583/49329/1180665/1288817/360630/1343981/952991/637144/1312025/1173069/1363875/1255887/1254559/1306960/995651/898003/612511/1158663/421434/32970/524476/550595/16562/16566/973161/979346/443916/540344/554243/592359/685819/564625/466078/574822/365480/409417/417344/470079/254312/475561/354776/508039/308321/957005/653482/426167/683836/485560/601311/532313/549856/898175/269894/549928/822818/447245/541774/659274/772263/360632/508088/434885/32947/548511/610158/722665/578249/884913/180403/431870/721088/716177/696452/669516/786085/422750/562551/377016/435773/366167/642190/649820/213171/889272/822371/697353/295096/144969/479213/147635/669082/360633/408362/16564/477767/711994/244474/961171/488713/874907/473067/792066/405305/978503/855960/135947/478570
cWsObaDpBsU,2024_11_28_02_55,192.168.38.62:52383-74.125.164.230:443,1442480/919476/619731/627938/1096124/589190/615701/1093923/592852/786270/1094117/780400/1136500/1215440/1292282/1211488/1179364/1246143/1322377/1286821/1297381/1284156/1296094/762844/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/601102/746259/770815/625269/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/585953/65714/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/773055/604009/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/763896/598230/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/597708/757196/779588/600780/758956/597308/753658/594817/746055/593378/762858/759455/608389/768553/638610/762480/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_03_06,192.168.38.62:52528-74.125.164.230:443,1508042/919476/1196175/1210812/1204799/1192227/1219562/1188049/621531/1246212/1231824/1243125/1202139/1221461/1355145/1303039/1297867/1310752/1316929/1348011/762844/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/760730/586631/770815/625269/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/742593/588401/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/773055/604009/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/763896/598230/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/597708/757196/779588/458936/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/638610/762480/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_03_17,192.168.38.62:52672-74.125.164.166:443,1364452/919476/619731/627938/1096124/589190/615701/1093923/592852/626802/1106129/780420/1103727/1131503/1210357/16561/618962/1364126/1348647/913831/1375471/1272934/1232712/1231338/1296114/596994/747100/590506/759386/599798/82098/627813/774459/590934/764047/601102/746259/770825/625269/748134/612466/748233/609951/770078/617912/779497/32946/599172/98482/585953/745056/755227/587463/755888/593091/786088/592073/761030/606573/756039/617458/748291/596379/32946/773070/604009/754137/594233/760375/615458/770308/594969/762160/592683/747089/613948/751221/595478/782380/763896/598230/749978/600806/761271/596866/757426/601688/756571/584021/751673/582722/750280/613416/442552/756305/598599/779588/600780/758956/597328/753658/594817/746055/593378/762863/604667/759474/608389/768553/796003/605092/762329/613339/776169/615512/442553/602415
cWsObaDpBsU,2024_11_28_03_27,192.168.38.62:52835-74.125.164.230:443,1315284/919476/1094957/981431/1204799/1093923/592852/786270/1077733/1129525/1044946/1210724/1088684/1126722/1259171/1105539/1190663/905562/1390310/1275282/1527293/1263300/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/601102/746259/770815/625269/748134/612466/748233/609951/770078/617897/16562/601467/752144/599172/746068/585953/745041/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/773054/604008/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/763896/598230/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/756305/598599/779588/600780/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/795998/605092/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_03_38,192.168.38.62:52985-74.125.164.166:443,1393323/919476/619731/627938/1096124/589190/615701/1093923/592852/626802/1106129/780400/1198129/1100752/1243125/1211488/1228516/1229759/1273225/1286655/1314251/1327136/1333313/1348011/762844/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/601102/746259/770815/625269/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/742593/588401/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767857/773055/604009/754137/594233/760375/615458/770308/594950/762160/592683/229560/613948/751221/595478/782360/607554/754572/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/699569/597708/757196/779588/600780/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/795998/605092/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_03_49,192.168.38.62:53135-74.125.164.166:443,1348063/1078573/1143075/1219562/1138897/1244295/1180300/1270389/1233139/1306951/1291944/1305356/1328941/1109094/1393592/1264106/1183219/596994/747100/590506/759386/599798/750555/16562/114866/155858/360631/49335/98482/573628/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/742593/588401/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/773054/604008/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/763896/598230/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/756305/598599/779588/600780/758956/597308/753658/594817/746055/593378/82099/604667/759455/608389/768553/795998/605092/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_03_59,192.168.38.62:53292-74.125.164.166:443,1540805/919476/1144114/1161660/589190/615701/1175843/592852/786270/1192503/780400/1198129/1149904/1205404/1145952/1261367/1170154/1209269/1237669/1199077/1246942/762844/596994/747100/590506/759386/599798/750555/627813/311479/590934/764018/760730/586631/770815/625269/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/585953/745041/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/617434/759629/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/607554/754572/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/597708/757196/779588/600780/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/638610/762480/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_04_10,192.168.38.62:53442-74.125.164.230:443,1426096/919476/1078573/1145276/589190/1264956/1111982/1146808/1200735/1180676/639240/1202139/1319765/1296724/1240457/1257999/1314251/1401038/1316929/1214174/762844/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/601102/746259/770815/625269/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/742593/588401/755227/587463/755888/593091/786088/592073/761015/606573/756039/377015/748291/596379/767856/773054/604009/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/607554/754572/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/597708/757196/779588/600780/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/795998/605092/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_04_21,192.168.38.62:53590-74.125.164.230:443,1331668/919476/1062189/1079740/1183031/612320/1076130/1094117/1096757/831949/1177956/1203372
cWsObaDpBsU,2024_11_28_04_21,192.168.38.62:53637-74.125.164.230:443,1380470/958078/813826/1345325/1092710/1160594/1208640/1097877/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/601102/746259/770815/625269/748134/612466/748233/609951/770078/601513/779497/601467/752144/599172/746068/585953/745041/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/617434/759628/524477/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/782360/763896/598230/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/597708/757196/779588/600780/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/638610/762480/762329/613339/776144/615512/712365/602405
cWsObaDpBsU,2024_11_28_04_31,192.168.38.62:53767-74.125.164.230:443,1364452/919476/1094957/1145276/589190/1330492/1161134/1245112/1249887/1246212/1248208/1363450/1227872/1343287/1296724/1322377/1335807/1347019/1343520/1390420/1296094/762844/596994/747100/590506/759386/599798/750555/627813/774459/590934/764018/601102/746259/770815/625269/748134/612466/748233/609951/770078/617897/779497/601467/752144/599172/746068/585953/745041/755227/587463/755888/593091/786088/592073/761015/606573/756039/617458/748291/596379/767856/773054/604008/754137/594233/760375/615458/770308/594950/762160/592683/747089/613948/751221/595478/607554/754572/749974/600806/761271/596866/757406/601688/756571/584021/751673/582722/750280/613401/766647/597708/757196/779588/600780/758956/597308/753658/594817/746055/593378/762858/604667/759455/608389/768553/795998/605092/762329/613339/776144/615512/712365/602405
DeLR9R4Kmuo,2024_11_25_16_16,192.168.38.62:56205-173.194.4.199:443,409115/160895/590101/295095/311479/58690/762681/475320/311480/559421/360635/620616/164019/590173/596720/458936/508179/344248/458936/396440/316512/630547/426168/754729/540939/418748/295096/581433/524555/524477/164019/418946/278712/180403/409784/540940/272169/295081/475320/295096/440325/311558/540861/563337/327864/147635/229555/147635/213171/327864/502048/295096/557652/295096/480730/131251/637406/164019/362175/327864/295174/500509/491704/378072/505835/292034/245940/573630/295097/540862/491705/331703/291096/186082/346238/214856/287248/248901/348249/285610/264622/289443/32948/82100/295175/65716/248045/418724/316696/420605
DeLR9R4Kmuo,2024_11_25_16_27,192.168.38.62:56359-173.194.4.199:443,294412/455897/358176/295095/278711/16562/935175/569783/536086/360631/442552/393400/559421/295099/637000/393400/82099/685936/344248/681859/541108/524477/344326/573707/508088/818778/821335/344248/590091/377016/687485/954196/402567/295096/516517/307030/442552/272169/475310/344248/557324/407552/295174/573629/563337/475320/32947/426168/344326/524477/213171/49331/32947/587914/412902/393400/295096/393400/295096/296639/377016/492118/353048/390026/475320/295175/458577/292034/458937/295097/16564/295097/311177/409863/291539/186082/286505/214856/287253/248901/348249/285610/264622/308428/169435/249608/295175/386216/264429/295175/316696/295175
DeLR9R4Kmuo,2024_11_25_16_38,192.168.38.62:56480-173.194.4.199:443,310796/618911/358176/311479/295095/1099559/458935/377092/780517/524476/295096/525828/557245/639168/637000/295096/531184/131251/147635/32947/49331/458936/771030/1039382/295096/519953/491704/327864/344248/540861/360632/304253/541328/516517/295096/377016/524556/272169/295081/655715/213171/846345/508088/563337/475320/377016/295096/475320/540231/409784/540861/377016/393400/508088/295096/525247/513498/360632/409784/575172/393400/32860/49331/390026/458936/295176/505835/292034/295097/557246/556432/196788/786078/311177/295175/331786/224807/186082/346238/214856/164020/248901/292295/285610/264622/289443/169435/249608/16564/16564/418724/316696/295175
DeLR9R4Kmuo,2024_11_25_16_48,192.168.38.62:56629-74.125.96.70:443,53157/160895/572331/358176/366477/697948/620430/784583/494839/780517/360631/573629/559421/295096/950250/295096/114867/344248/32947/681859/49578/409862/792241/508088/754729/590091/333746/508088/360632/16570/606397/49331/49331/738551/377016/229555/508088/272169/524462/295096/540940/358400/295174/295096/563337/377016/475320/475320/295096/393478/98483/92036/598108/442552/377016/445307/295179/562650/311480/295096/49331/763358/164019/353048/16563/196787/245939/179869/226497
DeLR9R4Kmuo,2024_11_25_16_48,192.168.38.62:56696-74.125.96.70:443,16564/786078/311177/295175/65716/224807/186082/346238/214856/287248/248901/308853/264622/289443/169435/249608/472080/297103/264429/418724/292201/360711
DeLR9R4Kmuo,2024_11_25_16_59,192.168.38.62:56774-173.194.4.199:443,425504/160895/295094/358176/590102/295095/295095/295095/262404/690229/295095/295173/770237/262328/327864/295096/327864/316161
DeLR9R4Kmuo,2024_11_25_16_59,192.168.38.62:56815-173.194.4.199:443,655714/529042/229555/713444/1043209/360632/606671/344248/754729/49331/821335/655549/491704/519058/295096/737560/287869/508088/516517/569257/901400/272169/557230/344248/295096/538629/344326/295096/447011/360632/295096/524477/344248/344326/458936/540861/828811/491707/557331/295096/508863/377016/311480/98483/341582/345791/590013/426582/467741/373642/524477/377017/360273/295097/360633/395761/524478/475321/311177/295175/331703/373016/186082/286505/214856/16564/248901/292295/285610/264622/308428/169435/249613/327943/297096/264429/295175/292201/295175
DeLR9R4Kmuo,2024_11_25_17_10,192.168.38.62:56919-173.194.4.199:443,589369/160895/295094/295095/295095/295095/442551/784583/462071/295095/1455968/508088/898661/32947/1587158/475320/692577/475320/164019/295096/681859/541108/484343/295096/573447/360710/426168/426168/581433/590091/295096/409784/287869/426173
DeLR9R4Kmuo,2024_11_25_17_10,192.168.38.62:56961-173.194.4.199:443,344248/311492/295174/442552/299555/573629/295096/295096/295096/311558/508088/295096/344248/295096/229555/354864/295096/428832/590724/341582/309652/491704/344326/390026/311480/559544/294557/98483/180404/491705/311481/508089/372633/295100/424011/290869/224807/186082/286505/214856/287248/248901/292295/301997/264622/308428/169435/249608/360711/386216/264429/418724/292201/295175
DeLR9R4Kmuo,2024_11_25_17_31,192.168.38.62:57236-74.125.96.70:443,294412/569759/546701/295095/295095/935175/393399/295095/295096/525828/344248/360635/442552/491704/295096/1067713/458936/557432/475320/295174/98488/703570/557245/295096/327864/295096/540861/511732/304253/426168/582136/295096/393400/540940/16563/688385/557245/344248/342016/311558/82099/563337/886874/421590/426168/16567
DeLR9R4Kmuo,2024_11_25_17_31,192.168.38.62:57277-74.125.96.70:443,295101/311480/16563/571893/49335/458936/16563
