url,time,flow,chunk
kIgFuOLf9tI,2024_12_05_09_30,192.168.38.62:57577-173.194.4.40:443,36835/32948/98481/1760851/426166/295171/457166/360630/16561/484146/414142/511074/409782/245942/409783/542112/295185/461468/485840/295173/491703/994819/409783/595748/131250/213181/409783/360631/467173/409783/327863/519996/540451/383094/557294/32946/295095/344247/295095/385028/458935/380148/458940/114866/393399/331817/426167/245938/1822419/553951/377015/49330/766864/491703/409783/379245/65714/721174/458935/131250/511299/393477/327863/32946/655548/491703/591859/344247/296110/311479/503523/305829
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57740-142.251.84.72:443,395176/597424/347378/300617/295094/377014/427540/779125/344246/504716
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57785-142.251.84.72:443,1030737/740528/777479/662097/533891/421432/327001/542870/32946/678266/311479/360631/481060/327863/32946/16562/295095/393399/590012/336096/32946/65714/700225/540451/567317/426167/491703/16562/16396/624860/49330/363764/213175
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57822-74.125.102.231:443,
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57824-142.251.84.72:443,82098
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57839-74.125.102.231:443,393483
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57841-142.251.84.72:443,32943
kIgFuOLf9tI,2024_12_05_09_40,192.168.38.62:57844-142.251.84.72:443,49330/988207/377015/477178/513071/410883/333772/295095/344247/114878/49330
kIgFuOLf9tI,2024_12_05_09_51,192.168.38.62:57929-173.194.4.40:443,493495/597424/330994/935490/295094/295094/295094/295171/295094/294015/393398/583495/606685/852327/295094/311478/295094/295095/360631/855884/412316/295095/551376/295173/295095/295095/442551/147634/999157/377093/305847/426167/295095/245938/644907/360631/295095/475319/311479/573678/721174/344247/295095/327863/147724/475319/508087/161925/295660/295095/295095/573628/1016087/437276/508087/311479/521354/311479/377015/344132/475319/344247/483632/419563/583178/155511/573628/377015/393399/295095/513157/196786/409783/262327
kIgFuOLf9tI,2024_12_05_10_02,192.168.38.62:58071-142.251.84.72:443,299019/278786/546382/295094/598218/586595/327939/295094/321901/148980/295094/562159/344246/299436/288738/579421/573706/864738/508087/409783/295095/421432/554533/1131308/651056/629114/933621/366376/573706/98482/672369/327863/794763/32946/666011/16562/360631/377015/49330/327863/295095/131255/491703/344247/540860/335876/278711/363764/295095/508268/161925/381055/452163/475319/295095/229566/327863/98494/734096/590019/131250/375568/131262/377015/32946/164018/377015/327863/501483/426167/82098/578511/573628/508170/575475/524574/295095/98569
kIgFuOLf9tI,2024_12_05_10_12,192.168.38.62:58242-173.194.4.40:443,2483/65712/434399/546382/180406/434293/327939/519036/262326/296518/434994/528915/32945/461764/164017/629937/360631/596475/1348064/98482/164018/311557/606396/278711/950555/1185755/540860/344258
kIgFuOLf9tI,2024_12_05_10_12,192.168.38.62:58301-142.251.84.72:443,
kIgFuOLf9tI,2024_12_05_10_12,192.168.38.62:58303-173.194.4.40:443,311479/438076/377015/469013/295095/295095/458935/426167/196786/319487/426167/131340/262327/491703/161925/446591/295095/694816/852239/570335/295095/295100/32946/147634/458935/277264/344247/739704/344247/511299/213170/295095/819247/367997/295095/295095/196786/409783
kIgFuOLf9tI,2024_12_05_10_23,192.168.38.62:58407-173.194.4.40:443,378787/344322/49328/229556/1060357/32945/553742/360630/114865/344412/295094/638638/426166/621040/481117/147639/344325/508656/451971/702282/456229/32946/311479/442551/295095/1147156/32946/458935/305847/393399/413509/311479/205102/295054/131250/32946
kIgFuOLf9tI,2024_12_05_10_23,192.168.38.62:58471-173.194.4.40:443,377027/164018/131250/354662/32946/573628/49327/331903/344247/360631/783332/344247/1215775/295173/744014/639164/360631/377015/344247/507977/147634/295095/511299/590097/384973/286072/311479/180402/595077/161160/295095/551594
kIgFuOLf9tI,2024_12_05_10_34,192.168.38.62:58574-142.251.84.72:443,348176/82096/298226/196785/32945/409782/229565/360630/339453/213169/65713/32945/606685/479763/295094/377014/295095/864738/557244/327863/492272/419203/272852/424765/608406/475319/590012/868085/579364/442551/32946/344247/519243/429893/295095/694059/426167/442551/295102/147646
kIgFuOLf9tI,2024_12_05_10_34,192.168.38.62:58646-142.251.84.72:443,
kIgFuOLf9tI,2024_12_05_10_44,192.168.38.62:58834-142.251.84.72:443,53228/98480/49328
kIgFuOLf9tI,2024_12_05_10_44,192.168.38.62:58847-142.251.84.72:443,261249/951585/180403/475321/973400/98484/415402/409863/1015319/711036/295097/140935/540862/164020/590014/674260/164020/612141/344249/451506/311481/164020/164020/311481/327865/516652/357837/360633/344249/295097/573630/344249/475504/377017/573708
kIgFuOLf9tI,2024_12_05_10_44,192.168.38.62:58914-142.251.84.72:443,295097
kIgFuOLf9tI,2024_12_05_10_44,192.168.38.62:58945-142.251.84.72:443,639256/196800/32945
kIgFuOLf9tI,2024_12_05_10_55,192.168.38.62:59056-142.251.84.72:443,35393/423205/558119/401631/180401/180413/608915/114865/49329/295171/16561/750481/262321/414142/569349/544155/560070/622858/291464/610261/65714/182935/311479/327863/65714/327941/491703/468462/651056/360631/164018/262327/658182/807435/524476/327863/360709/659269/794763/483638/426167/295095/295095/409783/295100/153720/98482/606474/341451/515557/491703/49330/481991/393399/380148/327863/114866/147634/197351/360631/452163/327875/295095/295095/1329111/603024/196786/295095/424720/524476/295095/311479/443844/344425/508087/262327/213351/250756/367522/296110/32946/278711
kIgFuOLf9tI,2024_12_05_11_06,192.168.38.62:59219-142.251.84.72:443,165779/322711/721354/65725/553742/375253/295094/488332
kIgFuOLf9tI,2024_12_05_11_06,192.168.38.62:59256-142.251.90.39:443,956220
kIgFuOLf9tI,2024_12_05_11_06,192.168.38.62:59260-142.251.84.72:443,147630/458940/390942/98482/481665/196786/32946/262334/180414/191159/322564/692120/794763/497446/32946/573706/372454/295095/278711/399478/295095/16562/604132/409783/623088/49342/380148/49330/557244/295095/161925/197363/442551/521183/453161/295095/344325/590012/426167/379245/244496/853061/541923/618549/295095/262405/583178/65711/32949
kOfuvg88M7w,2024_12_01_07_47,192.168.38.62:64497-173.194.4.169:443,1848778/127902/1141721/987082/1193138/1282512/1401086/1396388/1601398/1486713/1348401/1387192/1324167/1544917/1434696/1391653/1408766/1409692/1540520/1745178/1563656/1300085/928396/806965/926543/791667/920648/796195/923182/801978/16560/32944/917283/16560/16560/82096/803699/934704/806606/927114/918609/815950/815040/924209/917350/811162/925475/795725/921816/810206/890302/806544/923487/803312/931680/810054/944432/800954/937592/815722/930590/803941/923504/800742/918757/805000/923704/807214/929807/801837/926211/797723/821295/914793/795856/937571/801060/922678/800999/928855/915282/806271/811676/928229/920926/798658/950469/802075/937298/803269/924847/811988/918740/812257/925549/801694/908799/792232/927646/808500/932956/798665/918918/806210/931269/816360/915736/818422/923119/827098/939853/822692/944534/847698/973663/828020/937425/833377
kOfuvg88M7w,2024_12_01_07_58,192.168.38.62:64649-173.194.4.169:443,1481941/1498894/1052618/1406135/1375409/945057/806008/1216052/812643/1142176/1292838/1158450/1176629/1099217/1147075/32944/1729708/1732127/229552/1743810/1349237/928187/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/799659/934891/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/931676/810054/944432/800850/937592/815722/930550/803941/923435/800742/918757/804970/923704/807200/929807/801837/926107/814107/936519/821086/914793/795792/937571/801060/922510/800999/928841/793995/927558/932570/807231/920926/798464/950469/802016/937298/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/806071/931269/816357/902921/721084/923020/827098/939853/822483/944500/847614/937715/828020/937226/833377
kOfuvg88M7w,2024_12_01_08_09,192.168.38.62:64800-173.194.4.169:443,1666739/1048925/539127/1118159/1225906/1375414/1328910/1379892/1304253/1382384/1371524/1324167/1164753/1434138/1228995/1195731/1557148/1189828/1218165/928187/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/918609/815941/815040/924205/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/931676/810054/944432/450075/937592/815722/930550/803941/905960/800742/442549/804970/622778/807200/929807/801837/926107/814107/936519/821086/914793/795792/937571/801060/922510/800999/928841/915282/806271/811572/911845/920926/798464/950469/802016/937298/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/806071/931269/816357/915736/818422/923020/827098/939853/822483/944500/847614/973663/828020/937226/833377
kOfuvg88M7w,2024_12_01_08_19,192.168.38.62:64946-173.194.4.169:443,2196583/1269513/1265615/1291442/1326257/945057/737465/1347124/1320637/1382384/1407608/1387908/1422471/1477136/1473432/927755/795471/1196695/1304516/1245242/1339383/1152624/928187/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/918609/815941/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/931676/810054/944432/800850/917059/815722/930550/803941/923435/800742/918757/804970/923704/807200/929807/801837/926107/814107/936519/821086/914793/795792/937571/801060/922510/800999/928841/793995/927558/932570/807231/920926/798464/950469/16560/32944/16650/339936/213168/164016/925549/801590/908799/792232/927462/808500/932907/798665/918918/806071/931270/816357/915736/818422/923020/827098/939853/822483/944500/847614/973663/828020/937226/180402
kOfuvg88M7w,2024_12_01_08_30,192.168.38.62:65085-74.125.96.38:443,1380935/506392/1167311/799826/1260582/927126/600043/1159610/1289368/1109413/1254818/1387819/1295023/1239567/1104215/1120431/1191476/1258179/1206039/606394/262403/1250933/928227/721082/926483/791667/920648/796066/923182/801965/921086/808788/917194/807660/915085/800971/917741/803655/934704/806606/926994/799659/934891/935930/803315/917266/811162/925475/795566/921816/810161/925233/806544/923367/803312/931676/810054/944432/800865/937592/815722/930589/803941/923445/800742/918757/804996/923704/807200/929807/801837/926122/814107/936519/821126/914793/795802/937571/801060/922535/800999/928841/915282/806271/932585/807231/920926/798499/950469/802026/937298/803269/924723/811988/918731/812257/925549/801605/908799/792232/927496/808500/932912/798665/918918/806096/931270/816357/915736/818422/923035/827098/939853/822523/944505/847624/973663/828020/937261/833377
kOfuvg88M7w,2024_12_01_08_41,192.168.38.62:65244-74.125.96.38:443,1367238/1236745/1200079/1143986/1342641/1143334/1156797/1185694/1210918/1726648/1389703/1430224/1466911/1473432/1468523/1524380/1468361/1540159/1505394/1316469/928187/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/799659/934891/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/931676/810054/944432/800850/937592/815722/930550/803941/923435/800742/918757/804970/923704/807200/929807/801837/926107/814107/936519/821086/914793/795792/937571/918179/805391/800999/928841/915282/806271/811572/928229/920926/798464/950469/802016/770234/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/806071/931269/816356/915736/818422/923020/827098/939853/822483/944500/847614/973663/828020/937226/833377
kOfuvg88M7w,2024_12_01_08_52,192.168.38.62:65430-172.217.137.41:443,480087
kOfuvg88M7w,2024_12_01_08_52,192.168.38.62:65432-74.125.96.38:443,1210077/799826/1326113/1304048/1356223/1303273/1322405/1320354/1322283/1355959/1361291/1268060/803258/806488/1257740/1385391/1287959/1345392/1368318/1371360/808990/928187/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/918609/815941/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/32944/131248/524469/800850/229552/16560/32944/800742/918757/804970/923704/807200/32944/801837/926107/814107/936519/821086/914793/795792/937571/801060/922510/800999/928841/793995/927558/811572/928229/920926/798464/950469/802016/937298/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/806071/931270/816357/915736/818422/923020/827098/923469/822483/944500/847614/973663/828020/937226
kOfuvg88M7w,2024_12_01_09_02,192.168.38.62:49184-173.194.4.169:443,2158334/1269513/1249231/1324215/1375409/945057/704697/1437558/1398768/1407608/1469042/1457796/1462997/1368602/1179843/947784/1419204/1196090/1175538/1152624/928187/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/799659/934891/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/931676/810054/944432/800850/937592/815722/930550/803941/923435/800742/918757/804970/923704/807200/929807/801837/926107/814107/936519/821086/914793/795792/937571/801060/922510/800999/928841/793995/927558/932570/807231/920926/798464/950469/802016/937298/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/806071/931269/816357/915736/818422/923020/827098/939853/822483/944500/847614/973663/828020/937226/833377
kOfuvg88M7w,2024_12_01_09_13,192.168.38.62:49337-74.125.96.38:443,1062717/1232847/1291442/1244332/945057/721081/1216052/1353487/1366000/1374840/1273220/1408644/1446613/1401370/1670831/927755/795471/1311383/810968/1429249/811166/1456242/2359258/806965/926469/791667/920648/796041/923182/801965/921086/808788/917179/807660/915085/800936/917741/803650/934704/806606/926965/918609/815941/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/518899
kOfuvg88M7w,2024_12_01_09_13,192.168.38.62:49396-74.125.96.38:443,810054/944432/800850/937592/815722/930550/803941/923435/800742/918757/804970/923704/807200/929807/801837/926107/814107/920153/821086/914793/795792/937571/801060/922510/800999/928841/915282/806271/811572/928229/920926/798464/950469/802016/937298/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/806072/931270/816357/915736/818422/923020/827098/939853/822483/944500/847614/921331/828020/937226/833377
kOfuvg88M7w,2024_12_01_09_24,192.168.38.62:49488-173.194.4.169:443,1814151/1072900/1085391/49333/250153/1787769/926351/1601403/1415152/1440376/1485426/1506948/1217232/16559/927755/992165/1612503/1361776/1433854/1076443/1107545/926469/791667/920648/229552/16560/801965/639162/180404/915085/800936/917741/803650/934704/806606/689319/799659/934891/935930/803315/917251/811162/925475/795531/921816/810152/925233/806544/923338/803312/931676/810054/944432/800850/937592/815722/930550/803941/923435/800742/918757/804970/923704/807200/929807/801837/926107/814107/936519/821086/914793/795792/937571/918179/805391/800999/928841/915282/806271/811572/928229/920926/798464/950469/802016/937298/803269/924697/811988/918731/812257/925549/801590/908799/792232/927462/808500/932907/798665/918918/751002/931269/816356/915735/818421/923019/1766914/822483/944500/847614/973663/828020/937226/360631
kTPgl1D1_nw,2024_11_22_21_24,192.168.38.62:53654-173.194.4.170:443,1375158/888448/442549/1117404/782414/540858/1104346/1129477/1079598/1209735/1234209/1280515/1305656/1255567/1366648/1260281/1299654/1122652/1156058/1131259/1321969/1319875/771032/602286/710068/578685/661046/490107/614401/98480/680125/544399/693166/735776/590855/688753/554578/764054/534249/756911/602961/680664/576714/755130/16560/710251/556598/488004/672859/541257/687889/542775/691846/550663/680698/569053/730498/508617/684686/488013/735587/564937/684834/745372/532629/16561/681859/520920/65718/543130/693774/562818/712954/615361/741730/525405/750907/775268/557888/701164/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/703940/608071/712586/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/136186/719696/749187/568706/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_21_34,192.168.38.62:53809-74.125.164.200:443,1391542/1227739/904330/1175719/1268186/1129477/1112366/1193351/1255103/1116670/1207362/1027848/1211930/1243897/1271743/777242/713602/1365104/1321969/1287185/771032/602286/710068/578685/661046/16560/400799/615308/680125/544399/693166/579005/747626/688753/554578/764054/534249/756911/602961/680664/576714/755130/583590/710251/556598/662103/740631/488004/672859/541257/687889/542775/691846/16560/213168/569053/730498/508617/684686/488013/735587/718562/531208/745372/532629/716758/617659/520920/727634/543130/693774/562818/712954/615361/741730/525405/750907/775268/557888/701164/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/131254/311478/508086/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/592883/719696/607626/710267/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_21_56,192.168.38.62:54115-173.194.4.170:443,766404/888448/614409/592945/1219551/609748/1370699/1209970/1253207/1176039/1143418/1039912/1243715/1213710/1251959/1279920/1250552/1086064/1371648/1290592/114864/771032/602286/710068/540858/661046/490107/614401/615308/680125/544399/693166/735776/590855/688753/554578/764054/534249/756911/602961/680664/49328/32810/710251/556598/662103/593592/635043/672859/541257/687889/542775/557625/550663/680698/569053/730498/508617/684686/488013/735587/718562/531209/745372/532629/716758/617659/681859/520920/727634/543130/693774/562818/712954/615361/741730/674605/601707/775268/557888/701164/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/561497/750514/712586/537277/748931/570442/711945/584478/16561/712780/467518/751340/592883/719696/749187/568706/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_22_06,192.168.38.62:54248-74.125.164.200:443,1375158/888448/614409/1068170/636042/1024887/544056/953090/147632/557319/1304108/1272192/1120624/1270098/1213710/1153655/1279920/1135859/1184368/131248/565133/49328
kTPgl1D1_nw,2024_11_22_22_06,192.168.38.62:54290-74.125.164.200:443,710068/578685/661046/490107/614401/615308/680125/544399/693166/735776/590855/688753/524474/764054/534249/756911/602961/680664/576714/755130/583590/710251/556598/662103/593592/635043/65724/541257/687889/542775/691846/550663/680698/569053/730498/508617/573704/488013/6903
kTPgl1D1_nw,2024_11_22_22_06,192.168.38.62:54312-74.125.164.200:443,65712/655205/617659/180401/520920/727634/543130/693774/131249/712954/702904/458934/16561/775268/557888/701164/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/561497/750514/712586/82097/711945/584478/700113/590038/712780/467518/751340/592883/719696/749187/568706/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_22_17,192.168.38.62:54396-173.194.4.170:443,1307156/888448/614409/1100938/782414/508085/1104346/1129477/1145134/1160583/1149438/1159331/1139036/1318917/1176436/1229108/1139036/1259082/1229362/855025/1221644/771032/602286/710068/578685/661046/490107/614401/615308/680125/544399/693166/735776/590855/688753/554578/764054/534249/756911/540858/16560/16560/755130/583590/710251/556598/662103/593592/635043/672859/541257/687889/542775/691846/550663/680698/569053/730498/508617/684686/488013/735587/564937/684834/745372/532629/716758/617659/681859/520920/727634/543130/693774/562818/712954/615361/741730/674605/601707/775268/557888/701164/519918/697842/590732/772581/536416/733403/616651/540937/631823/729138/561497/750514/712586/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/592883/719696/607626/710267/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_22_28,192.168.38.62:54548-173.194.4.170:443,120326/149494/848956/295093/1501951/665439/1235418/1129477/1177902/1176967/1255103/1165822/1190978/1173565/1179162/1260281/1245492/1171812/1242698/1229362/1256433/1254417/771032/602286/710068/578685/661046/490107/614401/615308/680125/262403/735776/180400/688753/554578/764054/534249/756911/602961/680664/576714/755130/583590/710251/556598/662103/740631/344245/672859/541257/687889/542775/691846/550663/680698/569053/730498/508617/684686/475320/706033/564937/684833/745371/532629/716758/617659/681859/520920/727634/543130/693774/562818/426171/16561/741730/674605/601707/775268/557888/701164/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/703940/608071/712586/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/592883/719696/607626/710267/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_22_38,192.168.38.62:54674-173.194.4.170:443,684485/932822/1133788/1013040/1305974/1129477/1276211/1176967/1234209/1116670/1092674/564788/816170/1299654/1312939/1139674/1114875/1174508/393397/295093/229552/16476/578685/661046/490107/614401/615308/680125/544399/693166/735776/590855/688753/554578/764054/534249/756911/602961/680664/576714/755130/583590/710251/556598/662103/593592/635043/672859/541257/687889/542775/691846/550663/680698/569053/730498/508617/684686/488013/735587/564937/684833/745371/532629/716758/617659/681859/520920/727634/543130/693774/562818/712954/615361/741730/674605/601707/775268/557888/629945/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/703940/608071/712586/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/592883/719696/607626/65714/16562/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_22_49,192.168.38.62:54813-173.194.4.170:443,1440704/1276973/1133788/1142951/1268186/674473/455096/1112366/1176967/1185052/1182206/1207362/550862/477078/1113626/553937/706436/1229108/738144/584317/1057671/762703/602493/1174508/730035/589932/1147953/710068/578685/661046/490107/614401/615308/680125/544399/693166/579005/747626/688753/554578/764054/534249/756911/602961/680664/576714/755130/583590/710251/556598/662103/740631/488004/672859/541257/687889/542775/691846/550663/680698/569053/730498/508617/684686/488013/735588/327862/678669/716758/617659/681859/520920/727634/543130/693774/562818/712954/615361/741730/525405/750907/295094/557888/701164/519918/697842/590732/772581/536416/733403/616651/689400/631823/729138/561497/750514/712586/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/592883/719696/607626/344325/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_22_23_00,192.168.38.62:54957-74.125.164.200:443,675372/149494/1353363/1312482/1372332/1251802/1129477/1320120/1209740/1185052/1214894/1619726/1809338/1299654/1322369/1221594/3673793/578685/661046/490107/614401/615308/680125/544399/693166/735776/590855/688753/554578/764054/534249/756911/602961/680664/576714/755130/583590/710251/556598/662103/593592/635043/672859/541257/687889/542775/691846/550663/680698/569053/730498/508617/684686/488013/735587/718562/531208/745372/532629/716758/617659/681859/520920/727634/543130/693774/562818/712954/615361/741730/525405/750907/775268/557888/1362664/590732/772581/536416/776528/631823/729138/561497/750514/712586/537277/748931/570442/711945/584478/700113/590038/712780/467518/751340/592883/719696/749187/568706/698458/548087/749779/538681/726156/588523/671300
kTPgl1D1_nw,2024_11_24_18_15,192.168.38.62:59712-74.125.164.200:443,1506250/1145819/278709/270633/1071578/658989/1210670/1209735/1217820/1247747/147632/1206415/1220536/1191663/573576/49328/1282677/1247979/1195198/581803/606400/710068/578685/661046/311477/433567/615308/680125/544399/693166/579005/747626/672369/554578/764054/534249/756911/602961/680664/576714/755130/49328/164016/645719/740631/488004/672859/541257/687889/542775/691846/550663/295093/569053/311155/508617/684686/488013/735587/718562/514824/213169/532629/716758/617659/681859/520920/727634/543130/693774/562818/712954/615361/741730/674605/601707/775268/557888/701164/519918/697842/590732/772581/520032/733403/616651/689400/631823/729138/703940/608071/712586/537277/748931/570442/711945/584478/700113/590038/712780/262326/751340/592883/32946/591242/710267/698458/548087/749779/538681/726156/588523
kU2pSzKkfOk,2024_11_23_15_11,192.168.38.62:51992-172.217.145.73:443,1459605/874720/256250/360246/16562/327863/1376333/917527/781457/1108213/975439/1444204/986521/942909/737469/363286/1098770/396150/180403/677859/952531/660850/872879/565127/874786/432309/581578/334614/871399/454973/590484/377490/633201/968019/695417/551808/647151/745479/653061/915901/341910/502919/322406/359757/638439/547787/46812/325732/633008/800196/646664/736552/766604/609388/436618/412526/761302/607634/617650/357413/256019/631256/323416/592004/278810/848888/697011/841450/513588/671934/415505/835284/558719/252916/397525/376623/363417/565343/675261/876250/586420/270970/989205/812245/387218/838638/531356/830069/687220/556050/588455/225473/476457/403292/424563/280678/449849/82100/568920/459978/318659/136138/337445/386888/462712/206928/506905/276738/48724/323395/669928/567554/289986/422657/697093/453179/443201
kU2pSzKkfOk,2024_11_23_15_22,192.168.38.62:52133-142.251.84.70:443,1394059/874720/256250/360246/1037926/1052345/1058219/1073203/1091829/2345146/1133977/942909/861552/1137566/1088809/327864/727715/996362/589303/486661/333078/602665/872879/565127/874786/432309/581578/334614/871399/454973/590484/377490/633201/968019/695417/490358/647151/745479/653061/915901/341910/502919/322406/359757/638439/623011/547787/46812/262328/800196/646664/736552/766604/609388/436618/412526/761302/607634/617650/357413/256019/631256/323416/592004/732075/848888/697011/841450/513588/730452/415505/835284/558719/252916/397525/376623/363417/565343/675261/876250/586420/270970/989205/812245/387218/838638/531356/830069/687220/556050/588455/225473/476457/403292/424563/280678/449849/194762/748096/280802/318659/136138/173515/550818/462712/206928/333277/450366/48724/511537/481786/567554/289986/422657/547077/410614/443201
kU2pSzKkfOk,2024_11_23_15_33,192.168.38.62:52269-142.251.84.70:443,1344902/874720/616404/974114/444146/1012913/453917/1009067/1073203/1059061/1237748/670485/1166610/1177491/1262720/942909/861552/281279/1371480/1378344/327423/68819/495294/832725/310683/1037199/935651/872879/565127/874786/432309/581578/334614/711323/615049/590484/377490/633201/968019/695417/551808/647151/745479/812679/756283/341910/502919/322406/359757/638439/623011/547787/46812/325732/787079/646125/509182/874034/923618/452374/577248/271896/761302/607634/617650/357413/256019/631257/323417/592005/697011/841450/513588/730452/415505/835284/558719/252916/397525/376623/363417/565343/675261/876250/586420/270970/989205/812245/387218/838638/531356/798412/687220/556050/588455/225473/476457/403292/424563/280678/449849/194762/748096/280802/318659/136138/337445/386888/164088/206928/783550/48724/511537/481786/567554/289986/422657/547077/603195/443201
kU2pSzKkfOk,2024_11_23_15_43,192.168.38.62:52421-172.217.145.73:443,1394059/874720/256250/360246/1087078/1012913/1092989/917527/1174765/1096699/1065396/1239767/1318453/1133977/942909/655549/1235957/1344535/396150/495294/677859/1191955/935651/872879/565127/874786/432309/581578/615054/590484/377490/633201/968019/695417/551808/647151/745479/653061/915901/341910/502919/322406/359757/638439/491704/547787/46812/325732/633008/800196/509182/874034/923618/452374/577248/271896/761302/607634/617650/357413/256019/631256/323416/592004/732074/848888/697011/841450/513588/730452/573033/677756/558719/252916/397525/376623/363417/565343/675261/876250/586420/270970/989205/812245/387218/838638/531356/830069/687220/556050/588455/225473/476457/403292/424563/280678/449849/194762/748096/280802/318659/136138/337445/386888/462712/206928/506905/276738/48724/511537/481786/567554/289986/422657/697093/453179/443201
kU2pSzKkfOk,2024_11_23_15_54,192.168.38.62:52560-142.251.84.70:443,1262967/395255/256250/360246/1418168/1012913/1076605/625781/1073203/1108213/65715/65715/420475/131251/49331/623647/1430295/2097254/1147922/396150/495294/677859/245939/935651/872879/565127/874786/432309/581578/334614/711323/615049/590484/377490/633201/968019/695417/551808/803281/589349/653061/915901/341910/502919/322406/359757/638439/623011/547787/46812/325732/633008/800196/509182/874034/766604/609388/436618/412526/761302/607634/617650/357413/149442/631256/323416/592004/732075/848888/697011/841450/513588/730452/573033/677756/558719/252916/397525/376623/363417/565343/675261/422828/989205/812245/387218/838638/531356/830069/687220/556050/588455/225473/476457/403292/424563/280678/449849/194762/748096/280802/318659/136138/337445/386888/462712/206928/506905/276738/48724/511537/481782/567554/289986/422657/697093/453179/443201
kU2pSzKkfOk,2024_11_23_16_05,192.168.38.62:52691-142.251.84.70:443,1295740/874720/256250/1064854/1106200/453917/1270126/1013132/1108213/1319673/1182994/1022670/953753/835778/1235957/1278999/16563/495294/832725/861221/819647/602665/872879/565127/874786/432309/581578/334614/871399/454973/590484/377490/633201/968019/695417/551808/647151/631450/653061/915901/341910/502919/682071/638439/623011/547787/46812/325732/800196/509182/874034/766604/609388/436618/412526/761302/607634/617650/357413/256019/631256/323416/592004/732075/848888/697011/841450/513588/730452/415505/804863/558719/252916/397525/376623/363417/565343/675261/876250/586420/270970/989205/812245/387218/838638/531356/830069/687220/556050/588455/225473/476457/403292/424563/280678/449849/194762/748096/280802/318659/136138/173515/550818/462712/206928/506905/276738/48724/511537/481786/567554/289986/422657/547077/603195/443201
