vid,itag,contentlength,seg_num,seg_list
kDVDPik7b5w,398/251,49100760,127,182252/506716/545135/175540/705280/624821/174705/404869/705704/169579/336368/625675/161817/747191/750956/159067/745824/159860/731490/677396/164059/518053/639006/168604/757676/174668/540947/350188/173703/448941/364609/173700/474071/632654/160798/407844/671663/160027/584381/246416/505788/158923/566918/530275/161755/350562/537408/163940/787376/499507/161169/765613/576618/184499/608364/196138/646821/365467/193812/412065/200554/194100/272328/111766/179951/401226/681491/165883/255913/301273/171097/511078/223001/167753/567878/443370/166218/541330/293798/168123/509956/591938/163541/515249/171626/679035/301430/170080/487908/475090/171599/523750/254458/172785/252865/610202/423865/166337/316257/363065/166131/325550/162319/469043/135015/167144/134501/378156/183460/313206/664703/166269/590059/167089/628999/393188/633974/163077/566655/160917/616155/690050/170604/404783/262078/170443/651851
kOlMiq8CTWo,136/251,50681988,132,158253/416785/361638/527040/159906/636865/163496/519888/470574/151993/600351/517760/146705/345652/735517/154874/419758/479742/160578/525254/803349/157248/695727/164091/490160/487833/161052/483316/160858/374988/329139/147889/776414/497616/656265/161211/478512/166770/514407/330454/230356/157058/354426/344106/151492/518484/616548/155859/505191/751412/154080/655394/609494/156171/153777/486813/160106/210055/423598/162101/320982/387770/276888/153753/492525/154159/736316/324317/160110/442983/317344/163027/203714/458726/168336/507149/439254/163610/427247/160055/450192/581231/123437/533595/154992/363771/296418/537029/159813/364490/422018/170135/306341/573248/156840/453301/671781/152701/735955/154096/314362/541495/161301/466431/606358/161529/478550/364148/155359/688647/482440/161644/758460/145278/637073/473435/155183/499478/908067/164577/641293/644562/153393/368451/616033/156217/599141/164841/283370/446150/156988/649436
kOlMiq8CTWo,247/251,58266321,132,158253/428953/415164/613783/159906/778169/163496/586695/563569/151993/713920/614548/146705/423673/852541/154874/447305/568517/160578/600603/985648/157248/848923/164091/621697/552350/161052/593008/160858/455296/402901/147889/871131/570846/783854/161211/605163/166770/546101/444018/317366/157058/430751/376955/151492/566571/737777/155859/527375/838122/154080/779472/749890/156171/189775/598307/160106/252712/497921/162101/383635/482276/314559/153753/573792/154159/876581/400161/160110/593720/422776/163027/270965/580303/168336/588033/557595/163610/516893/160055/541836/694975/123437/641414/154992/438594/373116/645223/159813/411066/498826/170135/383545/651395/156840/531543/742058/152701/880538/154096/362622/676852/161301/583682/709729/161529/588180/409998/155359/751539/508518/161644/769374/145278/673194/493290/155183/536235/955275/164577/760923/798279/153393/487240/748139/156217/744253/164841/305239/590433/156988/712251
kOlMiq8CTWo,398/251,56716178,132,158253/413073/430478/610181/159906/701802/163496/604685/569191/151993/674097/605752/146705/481220/808946/154874/468699/550521/160578/618022/702272/157248/728457/164091/580711/592889/161052/642070/160858/487581/419070/147889/682811/518807/658461/161211/602283/166770/614591/470649/350535/157058/446942/399428/151492/612374/647514/155859/559289/735458/154080/633325/649147/156171/214244/597423/160106/286761/490156/162101/355180/462993/314391/153753/543536/154159/750121/414183/160110/591561/467485/163027/295903/612451/168336/633980/603847/163610/533569/160055/531945/691124/123437/605257/154992/440278/352124/656801/159813/449999/539691/170135/386786/677831/156840/531770/716971/152701/815078/154096/375185/701168/161301/642868/704301/161529/611393/427446/155359/657330/551280/161644/693544/145278/657254/511262/155183/524016/889378/164577/713333/738447/153393/541603/711572/156217/638287/164841/313152/609662/156988/656113
kuB77-9bdsw,136/251,129245075,164,148762/1380589/1441375/157759/1431456/1456751/169201/1499489/1475746/163822/1532368/1360402/159097/1367112/1368096/144222/1030954/566027/137620/568166/545430/139976/509780/971128/156880/1309376/1317971/165216/1304352/1347645/165290/1363891/1381225/160303/956916/238658/161695/86402/1289962/166194/1411739/1429039/171005/1376736/1371231/164257/1237719/862967/156893/986663/926919/158396/662204/332474/162431/377024/465211/162403/561858/1074231/162072/1321310/1316949/164468/1290440/1237889/154316/1353266/1314457/171176/1303872/1455658/164412/1448925/1436313/149838/1358594/1431157/139515/1360554/1414971/156182/1202323/937256/158874/1017521/955230/156934/533736/283554/150832/336314/424854/152887/663765/1137204/158274/1300033/1328736/150169/1281446/1185477/149549/1322498/1359227/155086/1375217/1344561/156931/1400428/1393536/151550/1390619/1432041/155623/1364199/1382458/159314/1072004/938515/163505/955748/857572/157824/637948/618877/163104/725643/678332/164643/733481/1311260/169272/1373500/943959/156372/1047401/897042/148418/601835/250315/146630/283950/612361/156735/619564/1362585/164699/1297934/1286703/166854/1339120/1274662/153105/1350850/1316616/162925/1296998/1460770/147657/1397023/1404089/143682/1402356
kuB77-9bdsw,247/251,90039709,164,148762/1165095/1137036/157759/1180215/1232398/169201/1297823/1258816/163822/1134568/780519/159097/800892/786098/144222/649062/383538/137620/394440/383816/139976/292262/535748/156880/752379/680569/165216/730823/789695/165290/998315/1070219/160303/636931/267321/161695/80480/740162/166194/923360/906344/171005/895623/864928/164257/748340/569689/156893/598459/613612/158396/495837/192989/162431/215406/271010/162403/327416/551281/162072/677059/711593/164468/682815/728647/154316/782266/1066486/171176/962566/1161142/164412/1201091/1142801/149838/936305/881508/139515/911053/885891/156182/710632/589604/158874/607708/602466/156934/405407/174493/150832/205567/256741/152887/403357/627005/158274/689470/745647/150169/681783/738869/149549/797682/722506/155086/683490/783024/156931/841493/871019/151550/878401/906541/155623/930703/900438/159314/665027/574870/163505/583804/564061/157824/581318/562497/163104/599940/613756/164643/593717/780386/169272/781739/592150/156372/617684/584139/148418/466718/155226/146630/172269/383556/156735/452374/830730/164699/1000152/1005578/166854/1070431/1001345/153105/1054722/1074887/162925/974190/1156515/147657/1229494/1149101/143682/1288962
lkWtkrnDito,136/251,74927925,114,126046/1349226/1490724/127329/950077/1193090/138822/1071776/131924/955638/626810/962556/136208/608180/1280859/127258/954362/609585/125079/943520/1061622/136209/997538/801935/148025/1102524/944001/143373/601260/963005/144040/621108/927923/619365/144123/960728/622608/154357/939264/616475/820733/146354/937449/1270450/128916/907093/146907/1180576/931705/134062/617607/1155412/136720/1173091/950006/151162/620081/1006824/139293/641702/437332/316765/144807/1221956/954751/147098/620344/965439/131168/619332/974763/140264/628013/953742/622353/137900/988197/614950/130632/994708/631386/941016/123436/976288/1144849/139653/952645/154743/958763/817166/1194586/139167/1184032/140649/1220242/951684/129329/952528/649830/143078/950766/616100/142031/994822/638562/977051/140792/356028/1068568/152565/971793/580836/143865/1274021
lkWtkrnDito,247/251,58800938,114,126046/903880/878260/127329/830433/1215712/138822/1097733/131924/1109689/396065/637252/136208/412272/917346/127258/652957/396930/125079/649202/755658/136209/689055/575001/148025/770479/718082/143373/468826/868731/144040/461898/716486/436393/144123/620999/450091/154357/654451/440036/595941/146354/669586/931793/128916/1086240/146907/1403941/920600/134062/480389/920105/136720/1193122/881518/151162/515884/626739/139293/378757/242480/191130/144807/1534266/999599/147098/438644/729676/131168/423766/624692/140264/411971/551403/432757/137900/668524/414036/130632/598101/432836/654096/123436/716086/876307/139653/770662/154743/739185/555089/924450/139167/902941/140649/944573/811506/129329/688175/522378/143078/752232/407246/142031/660829/515465/628828/140792/306561/713208/152565/734026/375166/143865/904681
lu8TFWzo0NU,136/251,120719555,151,163140/1360918/1230964/168984/973519/1319359/172907/745517/1358369/166336/1354352/847389/170569/1056681/1304826/169988/1373452/1100842/169695/1357065/1394304/165607/1360199/887906/181823/822523/941873/174606/949013/1309398/172912/780214/1324960/170571/1287897/1479181/166612/1319226/1315805/171540/688152/689351/168792/926136/1388785/176192/1342423/1324957/171679/1279769/1072742/157425/865077/674788/159368/832405/1017214/158822/744696/712191/168481/717900/663230/166947/619158/771396/159040/637254/784169/166183/699172/670855/172106/729037/690788/171209/959325/1219504/154357/805379/1224110/166032/1423605/1006107/171708/688460/1177567/181003/1157437/1313783/202013/891716/1029962/195836/1255811/1446764/188152/1067512/724329/183491/1034491/1041235/178755/990295/1402958/185948/949240/1017489/169725/1335913/1315472/164945/1093429/1206443/150884/1329699/1100424/130937/1322867/1334303/134443/1211699/1191652/133311/1378388/1235530/129198/1259485/1257341/129962/1123060/1271545/133163/1349452/1328394/130137/1317872/1329926/133944/1319035/1240679/128474/1158487/1257494/135869/1293789/1228927/133859/1254878/1230828/1245129
lu8TFWzo0NU,247/251,63078631,151,163140/553541/513804/168984/496126/495491/172907/384761/643809/166336/532570/465397/170569/522346/571215/169988/523389/518298/169695/584201/731640/165607/657409/422023/181823/400010/436833/174606/442049/562955/172912/397174/712264/170571/805968/783567/166612/633079/573820/171540/385020/374261/168792/434860/553776/176192/565623/625973/171679/606843/488842/157425/476701/444346/159368/463008/467791/158822/488064/486542/168481/430257/405888/166947/434638/475575/159040/441027/452557/166183/455601/440348/172106/458844/459843/171209/486306/513413/154357/488639/544369/166032/506235/491592/171708/463929/431295/181003/497621/746879/202013/399351/551090/195836/518982/553777/188152/437205/394374/183491/466155/453860/178755/385818/573158/185948/475614/482293/169725/653616/634745/164945/577881/611931/150884/663214/571922/130937/605768/636376/134443/603527/606705/133311/598639/597516/129198/599259/609586/129962/584600/621834/133163/611469/620062/130137/633945/643190/133944/614472/600031/128474/587358/630662/135869/652791/600066/133859/594097/601942/595003
lxQxgSBhAVo,136/251,141381472,176,135678/1465194/1293919/1341986/126897/1411143/1174949/125285/654717/855329/121059/932301/799607/132594/1312101/1309937/127881/1164713/1160661/130520/1483774/627035/121506/953853/1070410/123595/1108367/873879/126338/1107555/768708/124623/1325438/1408419/125758/775975/1202477/1185901/130548/1477274/1015095/120533/1046984/1244419/119306/997631/1160095/118645/1006384/1265893/118319/1412595/1458365/120937/1448744/1301599/128615/1360024/1012103/123449/1387673/1346425/125877/1391670/837400/128500/1024515/1288953/124680/1297781/1341455/123779/1383234/947818/1247458/127113/1419561/1304465/134495/1437680/1336008/133570/1402059/1435117/133607/1404890/1304846/145393/1342012/1064515/138236/1326170/1328429/130874/1146994/788357/128031/749910/792450/123537/940224/1303691/116209/1459150/1276221/116325/1242407/1211745/128661/1239678/1118393/529309/126807/1306400/1334403/130549/1360855/1418050/135953/809581/858893/128965/729071/730432/128377/660381/768118/128234/733364/826704/133485/841549/934731/128862/1182584/1289764/135073/1082089/1337722/141001/849177/893034/139825/1397688/795098/130132/934631/1359827/1336589/130944/1145351/960879/128557/1229239/776092/135135/1414932/1353762/138546/1285658/840486/132043/853069/893890/137387/872253/1288638/137239/1299191/747440/139176/876000/914337/147742/810347/590669
lxQxgSBhAVo,247/251,73405214,176,135678/841225/617963/618013/126897/565774/516497/125285/362087/458675/121059/466074/436967/132594/527384/559758/127881/529636/575381/130520/602315/320710/121506/488166/476207/123595/548191/512012/126338/515016/390046/124623/631938/636195/125758/451767/540504/528445/130548/671907/514553/120533/519948/556839/119306/476172/506591/118645/478808/537036/118319/846952/637865/120937/783690/612534/128615/559010/457581/123449/558117/1098348/125877/660560/392531/128500/503013/707704/124680/847363/745070/123779/770655/478993/598139/127113/638019/580337/134495/728549/653078/133570/789661/573640/133607/640143/802724/145393/600710/512938/138236/756073/538235/130874/467616/427995/128031/401385/402952/123537/413001/827977/116209/626760/630149/116325/461881/569811/128661/738709/474130/290589/126807/502884/641390/130549/1061464/555116/135953/485974/489653/128965/431128/469749/128377/468748/479753/128234/484243/451549/133485/421867/478910/128862/484034/518142/135073/481754/679334/141001/426696/419952/139825/541535/443891/130132/441136/541405/538314/130944/488661/484259/128557/506769/448179/135135/562905/602880/138546/627729/461342/132043/438855/405803/137387/425851/739338/137239/555070/410598/139176/441942/452903/147742/440211/373684
mUbSQc4ZH5A,136/251,38512361,138,167368/151580/284537/174715/232994/522056/161472/248026/469721/276514/171944/707746/159624/851203/690342/146673/509212/325912/163264/522703/290680/141112/494452/131782/275087/239646/147475/626738/926833/162319/626165/410619/151063/318938/364671/153386/238806/270411/123027/620135/325459/118959/635293/109550/406505/168984/145674/409518/481943/158426/494458/694873/136493/617248/272299/106493/221247/377044/109207/315999/403734/120478/388920/144588/270112/151272/149762/256749/295971/146801/224125/143141/93539/152807/228819/697924/122665/379710/112542/180987/390193/111118/152785/583196/120746/280707/382651/148549/124934/712347/159427/227385/237221/161830/194765/402962/141139/104004/130829/108743/250039/120724/106054/325364/591433/118989/401904/346149/116313/165755/255570/104035/250535/197008/98121/207396/116904/163663/87152/105356/181842/118456/160016/129567/238116/362175/141419/274460/350040/169984/134205/94793/414593/152199/451039/433365/153428/601272
mUbSQc4ZH5A,247/251,25791550,138,167368/73164/135993/174715/175369/363035/161472/168467/234605/182138/171944/366684/159624/418863/385654/146673/303219/203626/163264/238393/290925/141112/285954/131782/152589/221829/147475/434829/459189/162319/429183/238017/151063/200709/176184/153386/150221/140359/123027/371250/221113/118959/453373/109550/253890/172146/145674/188945/275292/158426/281671/412814/136493/318022/183296/106493/113552/222474/109207/181756/309182/120478/226891/144588/242738/122881/149762/201395/175951/146801/198475/90298/152807/59989/199871/449184/122665/227912/112542/104115/257512/111118/109669/346123/120746/211438/236963/148549/101820/362568/159427/130787/160661/161830/103686/238666/141139/61377/69387/108743/135412/64231/106054/165757/265379/118989/214826/207140/116313/85902/154790/104035/109242/93454/98121/105952/65103/163663/45543/48875/181842/61840/80773/129567/136937/159894/141419/140643/189045/169984/91072/79107/260107/152199/294943/253337/153428/405803
